


CORRIDA;	TURMA;	PRODUCAO (T);	PRODUCAO ACUMULADA (T);	SUCATA (T);	RENDIMENTO (%); 	POTENCIA (MW);	POTENCIA (kWh);	kWh/T;	kWh/T ACUMULADO;	kWh/min;	kWh/min ACUMULADO;	LAN O2 (Nm3);	CARVAO (Kg);	CJ O2 (Nm3);	CJ GN (Nm3);	PW_OFF (min);	PW_ON (min);	TTT (min);	TEMP 
ECIL;
CARBONO (%); 
65776      ; 	GI             ;	24,97082       ;	24,97082        ;	25             ;	99,88328      ;	21,58834580838;	10015        ;	401              ;	401                   ;	360              ;	360                   ;	94               ;	167            ;	848,30856             ;	167,41272             ;	9,45       ;	27,83333333333;	37,28333333333;	1688                     ;	0,0780000016093254       ;
65777      ; 	DI             ;	26,98093       ;	51,95175        ;	27             ;	99,92937037037;	21,53049950187;	9192         ;	341              ;	370                   ;	359              ;	359                   ;	127              ;	0              ;	673,51952             ;	162,97127             ;	10,1       ;	25,61666666666;	35,71666666666;	1663                     ;	0,061999998986721        ;
65778      ; 	DI             ;	25,97297       ;	77,92472        ;	26             ;	99,89603846153;	21,11897423446;	9627         ;	371              ;	370                   ;	352              ;	357                   ;	110              ;	201            ;	759,20961             ;	161,73585             ;	7,4        ;	27,35         ;	34,75         ;	1647                     ;	0,0839999988675117       ;
65779      ; 	DI             ;	26,04249       ;	103,96721       ;	26             ;	100,1634230769;	20,72596900897;	9379         ;	360              ;	368                   ;	345              ;	354                   ;	112              ;	0              ;	761,27273             ;	160,93646             ;	6,333333333;	27,15         ;	33,48333333333;	1686                     ;	0,046000000089407        ;
65780      ; 	DI             ;	24,95923       ;	128,92644       ;	25             ;	99,83692      ;	20,92742991727;	9487         ;	380              ;	370                   ;	349              ;	353                   ;	73               ;	0              ;	822,47323             ;	195,43355             ;	16,05      ;	27,2          ;	43,25         ;	1651                     ;	0,0590000003576279       ;
65781      ; 	DI             ;	25,94401       ;	154,87045       ;	26             ;	99,78465384615;	20,88875686654;	9441         ;	364              ;	369                   ;	348              ;	352                   ;	142              ;	0              ;	813,24651             ;	173,26857             ;	16,73333333;	27,11666666666;	43,85         ;	1634                     ;	0,0640000030398369       ;
0          ; 	               ;	0              ;	0               ;	0              ;	0             ;	0             ;	0            ;	0                ;	0                     ;	0                ;	0                     ;	0                ;	0              ;	0                     ;	0                     ;	0          ;	0             ;	0             ;	0                        ;	0                        ;
0          ; 	               ;	0              ;	0               ;	0              ;	0             ;	0             ;	0            ;	0                ;	0                     ;	0                ;	0                     ;	0                ;	0              ;	0                     ;	0                     ;	0          ;	0             ;	0             ;	0                        ;	0                        ;
0          ; 	               ;	0              ;	0               ;	0              ;	0             ;	0             ;	0            ;	0                ;	0                     ;	0                ;	0                     ;	0                ;	0              ;	0                     ;	0                     ;	0          ;	0             ;	0             ;	0                        ;	0                        ;
0           ; 	                ;	0               ;	0                ;	0               ;	0              ;	0              ;	0             ;	0                 ;	0                      ;	0                 ;	0                      ;	0                 ;	0               ;	0                      ;	0                      ;	0           ;	0              ;	0              ;	0                         ;	0                         ;
0           ; 	                ;	0               ;	0                ;	0               ;	0              ;	0              ;	0             ;	0                 ;	0                      ;	0                 ;	0                      ;	0                 ;	0               ;	0                      ;	0                      ;	0           ;	0              ;	0              ;	0                         ;	0                         ;
0           ; 	                ;	0               ;	0                ;	0               ;	0              ;	0              ;	0             ;	0                 ;	0                      ;	0                 ;	0                      ;	0                 ;	0               ;	0                      ;	0                      ;	0           ;	0              ;	0              ;	0                         ;	0                         ;
0           ; 	                ;	0               ;	0                ;	0               ;	0              ;	0              ;	0             ;	0                 ;	0                      ;	0                 ;	0                      ;	0                 ;	0               ;	0                      ;	0                      ;	0           ;	0              ;	0              ;	0                         ;	0                         ;
0           ; 	                ;	0               ;	0                ;	0               ;	0              ;	0              ;	0             ;	0                 ;	0                      ;	0                 ;	0                      ;	0                 ;	0               ;	0                      ;	0                      ;	0           ;	0              ;	0              ;	0                          ;	0                         ;
0           ; 	                ;	0               ;	0                ;	0               ;	0              ;	0              ;	0             ;	0                 ;	0                      ;	0                 ;	0                      ;	0                 ;	0               ;	0                      ;	0                      ;	0           ;	0              ;	0              ;	0                          ;	0                         ;
0           ; 	                ;	0               ;	0                ;	0               ;	0              ;	0              ;	0             ;	0                 ;	0                      ;	0                 ;	0                      ;	0                 ;	0               ;	0                      ;	0                      ;	0           ;	0              ;	0              ;	0                          ;	0                         ;
0           ; 	                ;	0               ;	0                ;	0               ;	0              ;	0              ;	0             ;	0                 ;	0                      ;	0                 ;	0                      ;	0                 ;	0               ;	0                      ;	0                      ;	0           ;	0              ;	0              ;	0                          ;	0                         ;
0           ; 	                ;	0               ;	0                ;	0               ;	0              ;	0              ;	0             ;	0                 ;	0                      ;	0                 ;	0                      ;	0                 ;	0               ;	0                      ;	0                      ;	0           ;	0              ;	0              ;	0                          ;	0                         ;
0           ; 	                ;	0               ;	0                ;	0               ;	0              ;	0              ;	0             ;	0                 ;	0                      ;	0                 ;	0                      ;	0                 ;	0               ;	0                      ;	0                      ;	0           ;	0              ;	0              ;	0                         ;	0                         ;
0           ; 	                ;	0               ;	0                ;	0               ; 	0              ;	0              ;	0             ;	0                 ;	0                      ;	0                 ;	0                      ;	0                 ;	0               ;	0                      ;	0                      ;	0           ;	0              ;	0              ;	0                         ;	0                         ;
DADOS:

CORRIDA: 65776      ; TURMA: GI             ; PRODU??O (T): 24,97082       ; PRODU??O ACUMULADA (T): 24,97082        ; 
SUCATA (T):25             ; RENDIMENTO (%):  99,88328      ; POT?NCIA (MW): 21,58834580838; POT?NCIA (kWh): 10015        ; 
kWh/T: 401              ; kWh/T ACUMULADO: 401                   ; kWh/min: 360              ; 
kWh/min ACUMULADO: 360                   ; LAN O2 (Nm3): 94               ; CARVAO (Kg): 167            ; 
CJ O2 (Nm3): 848,30856             ; CJ GN (Nm3): 167,41272             ; PW_OFF (min): 9,45       ; PW_ON (min): 27,83333333333; 
TTT (min): 37,28333333333; TEMP (GRAUS CELSIUS): 1688                     ; CARBONO (%): 0,0780000016093254       ;     

CORRIDA: 65777      ; TURMA:  DI             ; PRODU??O (T):  26,98093       ; PRODU??O ACUMULADA (T): 51,95175        ; 
SUCATA (T):27             ; RENDIMENTO (%): 99,92937037037; POT?NCIA (MW): 21,53049950187; POT?NCIA (kWh): 9192         ; 
kWh/T: 341              ; kWh/T ACUMULADO: 370                   ; kWh/min: 359              ; 
kWh/min ACUMULADO: 359                   ; LAN O2 (Nm3): 127              ; CARVAO (Kg): 0              ; 
CJ O2 (Nm3): 673,51952             ; CJ GN (Nm3): 162,97127             ; PW_OFF (min): 10,1       ; PW_ON (min): 25,61666666666; 
TTT (min): 35,71666666666; TEMP (GRAUS CELSIUS): 1663                     ; CARBONO (%): 0,061999998986721        ;

CORRIDA: 65778      ; TURMA: DI             ; PRODU??O (T):  25,97297       ; PRODU??O ACUMULADA (T): 77,92472        ; 
SUCATA (T):26             ; RENDIMENTO (%):  99,89603846153; POT?NCIA (MW): 21,11897423446; POT?NCIA (kWh): 9627         ; 
kWh/T: 371              ; kWh/T ACUMULADO: 370                   ; kWh/min: 352              ; 
kWh/min ACUMULADO: Tag.e_min_acum_corr[3]}; LAN O2 (Nm3): 110              ; CARVAO (Kg): 201            ; 
CJ O2 (Nm3): 759,20961             ; CJ GN (Nm3): 161,73585             ; PW_OFF (min): 7,4        ; PW_ON (min): 27,35         ; 
TTT (min): 34,75         ; TEMP (GRAUS CELSIUS): 1647                     ; CARBONO (%): 0,0839999988675117       ;

CORRIDA: 65779      ; TURMA: DI             ; PRODU??O (T):  26,04249       ; PRODU??O ACUMULADA (T): 103,96721       ; 
SUCATA (T):26             ; RENDIMENTO (%): 100,1634230769; POT?NCIA (MW): 20,72596900897; POT?NCIA (kWh): 9379         ; 
kWh/T: 360              ; kWh/T ACUMULADO: 368                   ; kWh/min: 345              ;
kWh/min ACUMULADO:  354                   ; LAN O2 (Nm3): 112              ; CARVAO (Kg): 0              ; 
CJ O2 (Nm3): 761,27273             ; CJ GN (Nm3): 160,93646             ; PW_OFF (min): 6,333333333; PW_ON (min): 27,15         ; 
TTT (min): 33,48333333333; TEMP (GRAUS CELSIUS): 1686                     ; CARBONO (%): 0,046000000089407        ;

CORRIDA: 65780      ; TURMA: DI             ; PRODU??O (T): 24,95923       ; PRODU??O ACUMULADA (T): 128,92644       ; 
SUCATA (T):25             ; RENDIMENTO (%): 99,83692      ; POT?NCIA (MW): 20,92742991727; POT?NCIA (kWh): 9487         ; 
kWh/T: 380              ; kWh/T ACUMULADO: 370                   ; kWh/min: 349              ; 
kWh/min ACUMULADO: 353                   ; LAN O2 (Nm3): 73               ; CARVAO (Kg): 0              ; 
CJ O2 (Nm3): 822,47323             ; CJ GN (Nm3): 195,43355             ; PW_OFF (min): 16,05      ; PW_ON (min): 27,2          ; 
TTT (min): 43,25         ; TEMP (GRAUS CELSIUS): 1651                     ; CARBONO (%): 0,0590000003576279       ;

CORRIDA: 65781      ; TURMA: DI             ; PRODU??O (T): 25,94401       ; PRODU??O ACUMULADA (T): 154,87045       ; 
SUCATA (T):26             ; RENDIMENTO (%): 99,78465384615; POT?NCIA (MW): 20,88875686654; POT?NCIA (kWh): 9441         ; 
kWh/T: 364              ; kWh/T ACUMULADO: 369                   ; kWh/min: 348              ; 
kWh/min ACUMULADO: 352                   ; LAN O2 (Nm3): 142              ; CARVAO (Kg): 0              ; 
CJ O2 (Nm3): 813,24651             ; CJ GN (Nm3): 173,26857             ; PW_OFF (min): 16,73333333; PW_ON (min): 27,11666666666; 
TTT (min): 43,85         ; TEMP (GRAUS CELSIUS): 1634                     ; CARBONO (%): 0,0640000030398369       ;

CORRIDA: 0          ; TURMA:                ; PRODU??O (T): 0              ; PRODU??O ACUMULADA (T): 0               ; 
SUCATA (T):0              ; RENDIMENTO (%): 0             ; POT?NCIA (MW): 0             ; POT?NCIA (kWh): 0            ; 
kWh/T: 0                ; kWh/T ACUMULADO: 0                     ; kWh/min: 0                ; 
kWh/min ACUMULADO: 0                     ; LAN O2 (Nm3): 0                ; CARVAO (Kg): 0              ; 
CJ O2 (Nm3): 0                     ; CJ GN (Nm3): 0                     ; PW_OFF (min): 0          ; PW_ON (min): 0             ; 
TTT (min): 0             ; TEMP (GRAUS CELSIUS): 0                        ; CARBONO (%): 0                        ;

CORRIDA: 0          ; TURMA:                ; PRODU??O (T): 0              ; PRODU??O ACUMULADA (T): 0               ; 
SUCATA (T):0              ; RENDIMENTO (%): 0             ; POT?NCIA (MW): 0             ; POT?NCIA (kWh): 0            ; 
kWh/T: 0                ; kWh/T ACUMULADO: 0                     ; kWh/min: 0                ; 
kWh/min ACUMULADO: 0                     ; LAN O2 (Nm3): 0                ; CARVAO (Kg): 0              ; 
CJ O2 (Nm3): 0                     ; CJ GN (Nm3): 0                     ; PW_OFF (min): 0          ; PW_ON (min): 0             ; 
